17|44|60|61|77
10|11|19|41|48
3|11|12|66|74
11|12|35|49|74
28|61|70|75|78
1|13|66|72|78
21|25|40|66|67
5|14|32|35|78
4|16|29|47|76
8|11|36|63|78
19|22|33|68|76
2|49|51|64|76
50|60|65|71|78
7|13|49|65|80
3|24|44|56|64
12|16|18|47|74
27|38|45|58|61
3|7|32|55|57
11|14|30|50|70
21|26|27|28|50
3|5|18|31|36
47|67|71|79|80
19|23|58|61|79
12|23|24|27|45
10|14|22|26|35
25|42|45|54|79
4|51|54|63|66
31|33|53|59|79
6|12|36|38|67
11|14|31|59|76
4|20|24|55|68
36|43|49|54|66
18|19|59|64|76
12|13|22|63|75
6|24|40|46|67
4|49|54|68|71
4|25|60|63|65
32|48|52|62|75
8|12|19|37|74
5|14|15|27|52
20|48|56|61|67
15|23|34|59|72
16|29|52|62|73
2|12|16|57|65
4|9|29|33|36
5|13|20|29|38
51|60|62|69|75
30|56|60|75|76
8|34|44|64|65
22|25|27|28|34
1|9|12|23|33
6|24|35|42|62
2|16|59|71|74
38|55|60|65|73
9|27|47|67|69
14|28|44|65|76
3|4|10|64|65
3|12|33|54|71
13|18|22|31|32
7|22|28|73|77
2|27|39|53|80
1|15|59|68|72
4|10|26|51|63
6|27|36|65|70
26|56|64|66|67
25|39|44|51|79
6|19|26|36|43
3|12|29|46|47
5|6|17|28|50
3|25|60|61|71
1|20|43|44|77
21|24|31|32|37
15|35|58|72|80
7|18|29|35|53
11|19|24|26|71
16|22|28|47|71
4|21|47|67|77
7|43|52|63|80
3|11|33|41|46
36|55|60|62|77
23|33|42|68|74
6|7|8|15|55
16|20|27|67|80
3|4|16|47|70
17|22|24|46|49
32|46|55|75|79
9|38|39|55|64
14|31|35|37|75
1|8|39|46|51
13|41|49|57|59
10|13|14|70|78
15|20|32|33|78
9|18|36|54|62
31|42|53|60|70
15|23|37|58|75
28|30|52|53|66
3|10|17|23|68
3|50|63|68|73
5|15|49|65|78
24|29|42|50|55
18|34|36|48|60
10|21|28|63|64
2|10|17|19|51
23|27|31|36|59
5|22|40|45|64
4|5|8|14|18
13|26|29|52|57
19|61|65|77|80
11|16|32|46|71
9|16|39|42|78
6|57|74|79|80
15|18|41|66|75
10|18|30|31|32
4|10|33|38|58
33|42|57|67|75
4|12|18|61|69
7|13|29|30|56
26|49|68|72|78
27|41|62|77|80
13|51|63|66|68
11|21|33|59|62
6|13|33|57|59
18|36|43|54|65
23|39|46|53|77
29|37|52|54|59
31|55|67|72|75
16|44|51|64|72
10|31|33|49|52
37|40|45|47|69
10|35|42|55|77
10|22|32|45|54
13|17|36|45|80
26|36|38|59|65
30|59|64|66|69
5|20|59|74|78
31|38|46|65|79
2|13|16|42|67
23|42|64|72|79
41|58|70|71|80
40|46|58|64|80
10|15|19|36|54
19|23|68|74|80
17|20|27|33|71
2|7|20|53|79
13|22|46|70|77
7|11|49|50|78
1|4|35|36|68
1|19|22|27|35
12|14|25|58|68
5|9|19|24|49
16|42|43|52|58
8|31|38|42|48
13|37|42|68|78
8|34|54|63|69
37|45|60|61|78
2|6|41|66|80
8|39|60|62|71
31|37|38|55|58
1|28|34|38|43
50|61|69|76|78
5|16|39|45|47
4|16|26|30|55
4|29|48|61|77
7|12|25|35|74
33|44|52|58|66
45|46|53|65|67
5|13|17|29|67
29|35|44|53|62
10|13|15|51|56
31|37|59|64|69
1|10|11|58|68
13|29|54|72|77
1|20|29|49|67
15|34|41|62|73
8|13|16|26|79
7|19|25|37|40
11|18|51|70|75
11|70|74|77|80
29|34|40|54|79
2|23|37|49|58
1|27|38|59|74
11|12|32|43|78
13|22|49|68|74
10|17|27|30|44
26|36|43|66|77
2|5|62|79|80
11|24|41|50|57
2|11|39|54|59
2|26|52|54|58
3|17|26|47|56
13|48|54|57|78
7|53|62|71|75
6|20|37|50|51
7|8|9|53|56
14|45|72|73|80
26|34|60|69|74
18|27|56|77|78
25|31|51|72|74
3|23|26|51|60
21|30|47|55|67
7|62|67|73|80
20|41|48|51|65
7|23|36|66|69
11|24|33|34|79
8|13|32|52|54
2|21|30|48|51
30|37|42|63|78
5|17|25|64|66
10|13|25|69|70
3|25|37|42|77
3|4|11|25|51
2|12|13|18|28
8|37|59|63|73
13|23|26|42|79
9|25|66|76|80
9|23|29|34|43
2|3|41|60|80
9|16|42|51|73
10|18|22|45|55
21|31|33|72|77
12|24|55|57|76
11|21|30|32|67
4|25|26|42|61
5|13|29|66|73
8|13|23|67|80
1|34|54|58|67
12|13|16|44|79
8|45|49|62|75
7|15|21|22|55
13|27|35|73|80
25|27|31|57|79
13|34|46|70|77
14|40|62|68|73
12|60|63|71|78
13|17|49|50|63
3|8|33|56|65
17|29|39|54|56
8|23|30|37|67
5|11|35|43|54
4|11|23|33|50
16|32|44|59|65
16|36|42|66|68
5|13|18|41|68
6|14|22|28|74
6|9|11|34|53
5|15|21|70|75
12|16|30|60|67
33|38|58|72|76
17|18|21|37|72
28|45|48|49|66
10|11|19|28|57
25|43|54|70|77
10|26|42|47|63
5|21|24|69|73
10|22|27|32|59
11|21|36|37|70
14|22|54|69|72
38|46|60|64|77
2|43|58|61|62
1|5|25|53|72
2|15|33|39|78
4|24|29|58|74
23|49|51|60|75
33|50|56|62|74
9|33|42|45|55
12|14|18|48|53
2|27|33|75|78
8|10|40|49|76
12|20|26|77|79
6|8|25|43|77
14|54|69|71|72
29|55|61|69|71
23|33|48|67|78
9|38|40|52|75
23|39|47|51|64
15|42|43|45|73
38|44|57|64|73
5|18|48|78|80
9|25|30|57|66
20|34|63|64|67
10|17|18|48|79
9|19|35|49|70
13|50|53|56|60
4|7|34|38|39
16|17|46|56|79
35|38|56|65|76
1|2|12|16|62
19|44|61|62|69
2|19|62|67|79
8|12|33|46|62
6|7|13|14|26
26|44|47|55|64
14|19|21|74|77
33|38|53|61|70
19|33|62|70|75
22|32|41|67|75
7|38|64|65|79
6|28|40|45|76
32|35|37|65|66
11|18|24|40|59
2|24|54|74|76
12|17|56|64|77
18|20|34|75|78
26|33|38|66|71
8|20|68|70|78
4|6|29|71|72
3|18|38|43|44
29|36|57|69|77
14|27|44|49|50
8|18|20|38|42
2|15|31|39|40
11|32|38|41|55
1|13|45|66|67
5|12|19|61|69
9|20|23|38|46
11|17|18|44|71
30|32|38|64|77
20|22|25|52|67
8|36|40|56|64
18|19|21|47|62
2|16|39|55|66
24|40|64|67|74
26|35|38|58|80
9|13|48|72|80
20|29|57|73|75
6|14|75|77|79
7|26|30|61|71
9|36|43|51|66
12|43|47|51|55
38|63|71|72|77
21|26|34|62|65
14|42|57|64|78
33|35|66|75|79
9|10|20|21|34
4|30|33|52|66
37|47|51|67|76
10|18|20|23|59
20|39|51|64|70
24|31|63|64|68
3|13|53|54|55
26|29|52|67|71
6|43|45|49|66
26|27|29|49|70
11|15|28|57|58
1|41|45|47|49
4|22|36|48|70
20|54|68|70|80
2|9|33|35|69
45|52|53|70|76
2|22|43|44|50
6|33|44|63|78
6|10|26|41|54
21|29|58|70|72
6|15|44|56|76
57|69|70|78|79
1|21|57|70|76
1|15|52|63|74
4|9|12|49|59
2|32|46|57|80
6|22|45|75|78
17|33|36|41|74
25|32|34|70|72
49|61|67|76|78
11|21|47|49|79
19|29|45|48|50
5|22|31|44|73
14|26|43|66|67
1|43|47|61|71
33|37|43|55|59
4|16|36|70|72
10|22|36|38|65
9|20|26|63|72
6|15|27|38|39
22|38|61|65|73
16|18|26|69|78
23|36|52|69|80
8|28|45|66|70
30|39|44|62|65
6|7|32|37|50
33|38|58|60|62
2|14|18|32|68
8|34|42|56|57
19|24|48|76|79
39|41|43|56|66
13|14|70|73|76
24|44|63|65|66
15|17|23|76|78
17|22|31|46|66
2|22|23|77|80
20|24|44|49|70
23|35|66|74|79
2|9|41|72|73
27|40|44|63|76
14|35|37|57|65
4|6|10|21|58
6|36|37|40|70
14|18|44|70|80
5|20|53|56|78
6|8|28|44|63
3|34|47|60|77
25|43|52|54|78
1|3|20|23|35
4|8|21|26|35
5|12|35|53|75
39|40|47|52|79
13|42|64|73|80
7|25|26|52|63
6|19|23|48|74
17|22|27|36|57
1|2|16|29|52
19|41|67|74|79
9|41|51|70|80
15|22|25|26|28
23|34|43|68|69
40|48|49|74|79
37|39|46|54|70
22|25|46|70|73
1|22|64|72|76
11|21|31|49|65
18|43|47|69|72
6|26|29|67|74
2|19|27|54|65
14|17|18|30|40
20|25|55|64|71
6|16|41|74|79
17|36|57|66|71
12|13|22|24|63
27|35|72|73|76
31|39|70|71|76
9|21|30|46|57
2|36|41|45|68
16|26|35|53|77
12|18|32|52|57
17|23|30|35|60
54|59|63|76|80
15|20|31|33|39
10|15|35|38|50
17|28|40|58|67
2|12|20|56|80
8|45|49|52|56
8|9|43|46|70
19|32|41|43|44
46|51|64|66|71
27|50|55|69|71
3|5|27|43|49
15|22|45|48|64
28|38|41|49|57
19|22|36|41|71
12|24|56|58|74
9|10|16|22|55
24|29|31|39|42
5|13|30|43|79
4|7|47|51|53
19|29|44|50|72
5|6|16|53|61
18|26|58|64|66
25|44|59|63|73
7|20|48|55|60
14|18|26|36|57
14|19|32|37|70
13|15|24|36|44
54|55|62|71|78
6|7|21|28|30
28|39|40|42|64
4|8|10|44|70
15|24|28|65|72
16|25|28|30|68
13|23|37|40|63
20|37|46|55|60
10|18|26|72|79
8|40|49|53|75
25|40|69|71|78
7|10|20|24|75
25|28|29|33|67
9|12|16|26|37
11|13|69|73|77
13|16|48|57|65
23|33|35|36|39
8|11|46|68|79
4|5|31|42|70
7|24|39|58|76
1|8|18|36|53
4|5|16|23|54
11|13|26|31|73
17|30|33|78|79
10|36|43|60|63
5|11|21|24|43
23|36|37|53|56
25|31|42|44|49
9|10|24|48|53
5|8|28|61|74
8|19|23|43|63
30|32|38|51|73
27|49|55|62|74
20|21|65|68|76
4|18|27|46|80
5|8|9|35|54
4|20|32|75|77
1|6|42|71|73
18|24|46|49|57
9|18|26|51|77
10|30|51|55|77
9|39|40|45|80
38|42|45|52|57
5|26|48|61|69
3|16|23|42|55
19|22|31|40|45
8|14|20|45|52
5|22|34|37|58
9|31|63|69|70
1|14|32|53|61
16|18|21|50|78
1|20|38|55|70
44|49|59|70|78
4|10|15|34|76
28|43|51|54|78
7|9|21|33|53
26|32|35|44|48
8|15|37|74|77
4|21|22|45|58
3|7|38|41|46
14|33|55|60|75
5|7|19|27|46
5|11|26|37|58
6|30|35|45|56
46|66|70|72|77
20|53|60|70|74
3|6|15|18|52
8|16|26|28|60
18|24|46|66|74
5|20|34|43|60
4|36|76|77|80
37|39|43|51|75
21|31|34|41|60
4|15|31|67|73
4|36|47|66|76
30|31|42|45|58
3|40|41|65|66
8|11|15|53|55
5|30|38|55|72
18|31|51|55|69
22|48|64|71|78
36|42|48|62|70
6|11|72|75|78
10|25|41|65|78
7|32|40|52|74
18|20|24|28|37
19|24|45|73|76
1|4|48|57|78
19|43|44|50|63
8|32|44|48|74
36|43|51|58|79
9|36|39|61|68
14|19|37|40|56
32|46|63|72|77
17|29|43|53|56
13|16|29|56|80
14|36|44|67|71
23|41|44|72|77
7|11|37|43|79
3|23|38|69|78
3|19|43|58|67
3|18|31|58|61
6|11|33|48|61
57|58|64|65|79
9|22|24|41|78
26|31|41|49|61
5|38|41|55|66
6|9|36|46|80
7|9|38|62|66
22|32|34|43|51
14|34|63|73|76
10|31|32|38|79
3|19|46|52|64
1|10|11|24|60
1|28|30|73|76
21|53|57|69|71
23|36|54|59|70
15|22|28|34|72
1|26|34|40|49
31|35|38|48|74
1|17|20|50|75
12|17|22|52|63
21|44|66|74|77
19|36|49|63|70
17|18|19|24|44
23|39|58|59|80
9|37|66|75|78
14|26|28|55|79
6|11|28|48|67
6|10|41|53|79
9|20|36|45|58
6|20|23|55|66
26|28|31|70|75
6|16|58|67|77
9|41|44|50|60
5|12|52|59|65
28|51|66|67|76
15|25|41|61|67
1|7|37|64|72
30|38|46|52|60
6|18|59|62|79
2|19|54|60|76
7|15|24|27|52
37|42|52|64|78
3|11|31|40|61
17|35|58|74|79
14|26|69|71|77
2|36|52|65|73
8|9|20|27|73
1|19|23|59|79
2|9|24|60|67
23|40|41|43|74
12|26|33|43|47
31|58|59|67|71
36|56|58|64|74
6|28|31|33|71
10|28|57|75|80
12|26|67|71|78
2|53|59|70|80
8|21|35|59|67
24|26|34|68|72
8|34|35|48|76
31|35|37|56|67
1|52|57|69|79
3|14|15|37|43
17|18|56|61|62
15|24|57|61|74
10|24|26|64|75
8|35|51|62|67
2|34|43|75|78
15|27|40|51|64
2|15|37|46|52
22|24|29|32|80
30|49|70|71|79
2|7|18|60|71
39|47|52|53|55
13|18|28|62|73
12|17|27|38|78
4|12|17|70|75
7|19|42|61|76
12|13|33|61|80
2|17|29|34|68
17|27|30|41|44
12|19|66|68|75
2|15|29|69|80
6|12|17|52|78
11|18|66|69|78
22|51|52|70|71
26|27|30|34|63
1|15|17|31|67
17|18|23|42|76
42|56|60|62|68
5|26|37|38|76
15|22|32|49|58
7|10|38|46|55
6|17|20|53|78
9|11|16|58|63
38|41|50|51|72
12|25|32|39|76
10|20|42|62|72
3|24|66|69|70
25|28|37|61|80
37|40|43|70|79
5|9|15|40|42
1|13|14|21|38
6|8|19|35|50
4|7|10|50|61
5|29|43|48|54
16|22|38|50|62
19|45|53|61|64
5|9|33|63|73
19|30|36|43|64
2|18|29|32|55
6|12|48|54|77
13|25|69|73|75
10|35|54|67|75
24|28|52|53|79
12|22|27|31|52
7|37|47|62|80
10|29|38|56|63
29|45|55|75|80
4|6|13|43|64
5|11|12|55|62
4|12|32|44|60
3|16|46|52|59
34|65|68|69|80
3|22|41|46|65
24|41|52|57|77
9|24|42|58|59
43|47|48|54|66
6|24|52|53|69
9|36|37|39|43
9|13|21|29|69
19|28|46|50|58
5|27|31|35|53
15|18|44|55|74
10|14|33|50|62
24|27|37|45|69
1|25|27|32|51
3|6|7|43|55
7|22|49|52|76
17|21|27|46|63
10|22|25|70|79
2|25|26|29|38
1|25|37|41|80
3|23|28|40|63
6|45|50|67|75
6|13|19|40|64
11|16|46|48|74
30|37|40|72|79
22|24|45|49|64
24|31|36|39|72
14|31|37|38|78
15|33|56|63|77
3|50|60|67|77
4|6|26|36|55
9|21|24|27|69
2|5|16|35|65
9|35|55|69|70
25|38|57|59|68
5|36|45|47|61
9|15|27|28|61
14|33|39|58|74
2|50|59|69|72
22|30|44|64|80
23|37|50|53|54
6|21|63|65|73
16|17|18|34|55
47|50|63|71|72
27|37|39|53|60
32|47|53|60|65
9|34|59|61|79
5|6|8|28|48
14|18|25|75|76
8|41|42|53|75
11|17|38|39|72
18|23|40|70|73
7|33|56|59|64
23|36|65|70|80
36|46|57|61|72
9|10|23|24|63
33|34|43|47|57
27|39|56|73|76
19|21|55|63|70
23|38|42|49|79
21|31|39|56|61
10|38|53|54|67
4|13|16|49|74
11|19|36|37|40
31|49|56|62|66
12|26|48|52|61
19|24|37|49|74
16|29|31|47|69
19|26|61|74|79
10|54|56|66|80
12|21|49|56|73
6|10|20|22|75
13|36|49|69|70
5|12|22|29|60
34|39|40|41|69
5|13|15|45|53
10|19|33|40|80
43|44|45|53|74
29|40|54|69|73
22|28|45|48|62
11|13|29|60|76
7|19|41|43|45
7|18|43|53|79
6|24|34|67|74
2|24|27|48|67
6|28|47|64|67
13|25|34|46|61
6|13|28|32|41
18|41|43|59|71
15|46|56|57|80
7|12|17|51|53
8|15|20|24|47
10|24|31|42|48
4|38|44|49|66
17|22|44|68|78
31|32|49|50|54
8|10|31|70|80
27|38|66|70|76
12|13|31|49|65
8|41|47|66|75
13|26|44|64|68
1|18|68|79|80
1|16|32|36|74
43|48|50|65|66
17|29|34|48|58
3|8|34|53|72
21|32|43|44|76
31|44|46|52|55
19|23|35|48|53
6|13|35|46|49
6|27|42|59|61
